	11809.A11.old	11809.A17.old	11809.A24.new	11809.A3.old	11809.A9.old	11809.B1004	11809.B1005	11809.B1006	11809.B1016	11809.B1017	11809.B1018	11809.B1019	11809.B1020	11809.B1021	11809.B1022	11809.B1023	11809.B1024	11809.B1025	11809.B1026	11809.B1027	11809.B1028	11809.B1029	11809.B1030	11809.B1031	11809.B1032	11809.B1033	11809.B1034	11809.B1035	11809.B1036	11809.B1037	11809.B1038	11809.B1039	11809.B1040	11809.B1041	11809.B1042	11809.B1043	11809.B1044	11809.B1045	11809.B1046	11809.B1047	11809.B1048	11809.B1049	11809.B1050	11809.B1051	11809.B1052	11809.B1053	11809.B1054	11809.B1055	11809.B1056	11809.B1057	11809.B1058	11809.B1059	11809.B1060	11809.B1061	11809.B1062	11809.B1063	11809.B1064	11809.B1065	11809.B1066	11809.B1067	11809.B1068	11809.B1069	11809.B1070	11809.B1071	11809.B1072	11809.B1073	11809.B1074	11809.B1075	11809.B1076	11809.B1077	11809.B1078	11809.B1079	11809.B1080	11809.B1081	11809.B1082	11809.B1083	11809.B1084	11809.B1085	11809.B1086	11809.B721	11809.B723	11809.B725	11809.B727	11809.B729	11809.B731	11809.B733	11809.B735	11809.B737	11809.B739	11809.B741	11809.B743	11809.B745	11809.B747	11809.B749	11809.B751	11809.B753	11809.B755	11809.B757	11809.B759	11809.B761	11809.B763	11809.B765	11809.B767	11809.B769	11809.B771	11809.B773	11809.B775	11809.B777	11809.B779	11809.B781	11809.B783	11809.B785	11809.B787	11809.B789	11809.C1.new	11809.C4.old	11809.N5.old
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax profundi	3	0	21	3	3	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	2	0	0	0	0	2	0	0	0	0	0	0	0	34	0	1	1	0	0	2	1	0	42	0	0	0	0	1	1	1	0	84	0	0	0	0	0	0	0	0	34	0	0	0	0	0	1	110	15379	220
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Mesorhizobium jarvisii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Rahnella;s__Rahnella woolbedingensis	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Simplicispira;s__Simplicispira lacusdiani	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium septicum	4	7	114	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	1	0	0	0	2	0	0	1	0	1	4	0	0	7	0	0	4	2	0	1	0	0	4	0	0	6	0	0	0	0	0	0	15	9
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora algidixylanolytica	6	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	1	0	0	0	2	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacteroides;s__Mycobacteroides abscessus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus ruminantium	14	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella megalosphaeroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Zymobacter;s__Zymobacter palmae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Rahnella;s__Rahnella variigena	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus exercitus	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus terminator	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus sicarius	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium D16-36	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	5	0	1	0	1	1	2	0	0	4	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium 1xD42-87	17	30	48	19	27	4	0	0	20	2	0	17	15	14	23	1	22	0	2	16	3	3	9	0	18	1	2	14	6	5	5	0	7	1	0	12	2	8	7	1	3	3	1	4	17	4	13	0	25	1	0	8	9	8	1	0	14	0	1	6	10	2	30	2	16	0	0	15	19	4	31	1	30	1	0	6	9	2	40	202	10	0	152	1852	4	22	48	158	48	3	1	167	1039	426	70	103	141	85	0	0	75	1308	369	1	1	75	2	0	0	96	3	456	42	69	14	23	40
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium D16-56	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium D16-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium 1XD8-76	3	2	11	3	1	0	0	0	7	2	0	1	0	1	12	0	10	0	2	1	0	0	2	0	2	0	0	0	0	1	6	0	3	0	3	4	0	0	0	0	1	3	0	2	0	0	1	0	14	1	2	6	0	1	1	0	2	2	1	4	0	1	5	0	8	1	0	1	3	0	5	0	11	2	2	1	0	2	20	54	6	5	53	90	0	0	27	59	24	3	0	100	45	14	1	49	56	18	0	0	45	54	13	3	8	25	0	0	0	48	0	12	2	32	10	7	3
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Kalamiella;s__Kalamiella piersonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	23	1	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus aberystwythensis	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium D16-51	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	3	0	4	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	5	2	0
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium D16-59	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium 1xD42-67	2	388	17	13	263	0	0	0	0	6	0	6	0	20	5	15	1	3	10	5	1	5	2	18	0	0	18	6	0	9	0	12	1	1	11	5	0	1	2	9	0	4	1	1	1	2	1	18	0	2	2	4	2	13	1	39	0	1	15	7	1	0	0	6	0	2	2	21	3	2	6	5	0	8	4	4	0	2	4	18	33	141	72	261	0	38	1	5	7	13	58	59	78	30	57	11	12	4	54	23	28	92	28	18	0	2	0	17	56	37	0	18	49	3	38	107	124
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium 1xD8-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium 0.1xD8-82	19	424	5	172	85	0	0	0	24	2	0	1	4	25	10	4	17	2	10	1	0	30	2	4	8	0	6	0	1	19	1	3	4	2	8	2	1	11	0	4	0	4	3	1	2	5	3	14	18	4	3	1	0	17	4	4	7	0	2	0	4	30	7	6	20	0	12	2	0	9	9	6	18	8	8	0	2	110	5	27	33	78	15	404	7	7	170	110	20	27	9	14	182	153	249	254	128	20	53	31	18	225	114	5	18	69	0	11	43	9	1	115	119	86	9	41	24
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium 0.1xD8-71	5	2	34	2	5	0	1	0	39	0	0	21	3	2	10	6	44	2	4	3	3	2	5	8	27	0	0	19	2	2	5	1	12	0	1	21	0	1	4	1	1	0	2	22	0	2	4	10	52	0	0	23	0	3	1	5	53	0	0	15	0	2	11	7	35	0	1	24	0	0	20	2	74	0	1	15	1	12	5	71	55	27	365	1614	0	2	14	287	21	45	9	409	754	15	7	31	320	36	7	16	236	996	10	2	3	207	0	11	18	255	3	11	6	288	106	0	4
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium 1XD42-8	37	14	25	25	202	0	0	0	7	1	0	9	0	108	17	1	8	5	10	2	0	119	7	0	5	5	4	5	1	141	8	0	2	4	16	8	3	113	4	0	1	11	8	4	1	107	4	1	8	9	3	7	0	276	0	2	4	1	17	6	1	366	5	0	2	10	8	15	2	209	6	0	9	13	26	1	0	403	11	70	88	272	90	359	0	34	100	34	64	78	41	58	162	58	966	89	39	62	103	125	61	170	70	86	14	19	12	29	134	52	2	43	394	28	47	49	29
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium D16-63	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	1	0	1	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	3	3
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium D16-50	16	406	19	62	31	0	0	0	1	0	0	1	3	4	7	2	3	1	13	1	3	1	2	0	0	1	9	0	4	1	2	2	1	7	12	0	3	1	2	1	1	1	4	2	6	2	14	1	0	1	4	0	4	4	3	2	1	2	21	3	1	3	11	1	1	1	4	2	1	0	5	0	4	3	7	1	5	6	9	56	59	305	27	1104	4	3	63	12	15	45	85	26	551	100	6	86	29	34	9	55	5	685	95	10	8	12	0	6	339	24	0	81	3	9	3	32	23
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium D16-34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium C-53	29	1	19	2	57	0	0	0	5	1	0	2	10	7	2	0	4	1	2	4	0	7	0	0	3	0	2	2	0	7	1	0	0	1	1	3	1	2	0	0	0	0	0	1	6	0	0	0	2	0	0	0	8	3	0	1	2	1	0	2	9	2	1	0	3	0	2	3	4	0	1	0	2	10	0	1	6	12	4	17	7	12	16	68	1	11	65	19	9	8	1	27	32	87	52	92	9	4	1	1	9	40	56	16	5	17	0	1	2	6	0	74	42	2	2	12	1
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium 1XD42-54	4091	663	1569	2094	8507	0	0	0	40	113	1	14	63	332	568	215	92	156	87	7	35	302	324	129	28	134	61	4	9	469	284	69	29	264	645	20	46	178	12	52	15	199	57	59	11	151	39	187	110	152	82	49	22	384	26	37	56	93	187	18	37	773	75	165	113	240	116	36	29	321	46	120	71	653	83	43	31	1183	53	1961	257	8228	280	616	9	549	3858	1065	2787	103	1361	244	292	270	2838	2237	651	1567	2411	5011	150	234	251	289	458	429	638	307	5261	176	0	211	1283	459	1103	2137	1449
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium 1XD42-1	1	3	0	0	23	0	0	0	1	0	1	8	0	12	14	0	0	0	22	13	0	10	7	0	2	2	15	11	0	8	4	0	1	6	35	16	0	9	0	0	0	4	6	12	0	10	0	1	0	2	13	23	0	21	0	0	0	1	56	10	0	22	1	0	0	2	39	40	0	11	0	0	2	17	35	9	0	49	3	36	1	334	193	109	0	0	53	4	49	0	103	120	68	2	149	41	8	32	31	180	86	91	4	7	6	3	11	3	193	104	0	3	44	2	2	0	4
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus aceti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Rahnella;s__Rahnella bruchi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus chosunense	1636	785	64	60	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	45	957	133
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus koreensis	440	987	176	130	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	533	95
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gwangjuense	1885	862	78	66	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	1122	167
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;s__Lysinibacillus endophyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Oceanobacillus;s__Oceanobacillus bengalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	0	52	0	57	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	45	147
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella;s__Christensenella minuta	89	5164	41	45	1389	0	0	0	1	9	9	2	6	0	5	0	0	12	147	2	3	0	2	0	1	2	182	4	2	0	0	0	2	11	328	3	2	0	1	0	0	11	20	4	0	0	1	2	2	12	101	2	3	0	2	4	0	3	348	11	16	0	19	1	0	27	58	13	4	0	12	0	1	31	24	1	7	0	7	10	11	443	17	16	0	0	6	36	4	16	79	36	4	7	2	4	34	2	103	104	15	1	1	0	3	7	0	29	287	18	0	5	1	17	28	314	491
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Vogesella	25	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
